month_start,window_N,window_M,ic_score,is_optimal
2020-03-01,55,100,-0.09844341446655928,0
2020-03-01,60,100,-0.13935903150025553,0
2020-03-01,10,150,0.17524022438659226,0
2020-03-01,15,150,0.22720335697781296,0
2020-03-01,20,150,0.20555510046872041,0
2020-03-01,25,150,0.03896705510618743,0
2020-03-01,30,150,0.017876783855143602,0
2020-03-01,35,150,-0.09487499531207384,0
2020-03-01,40,150,-0.08262441491445938,0
2020-03-01,45,150,-0.04011609770873757,0
2020-03-01,50,150,-0.04926085261888737,0
2020-03-01,55,150,-0.09251220942944413,0
2020-03-01,60,150,-0.13319143641412462,0
2020-03-01,10,200,0.17692613117509298,0
2020-03-01,15,200,0.2437108785185311,1
2020-03-01,20,200,0.20435870512846918,0
2020-03-01,25,200,0.03521731608144683,0
2020-03-01,30,200,0.004729432993180117,0
2020-03-01,35,200,-0.11224511763093975,0
2020-03-01,40,200,-0.09908427945843089,0
2020-03-01,45,200,-0.06192046980260915,0
2020-03-01,50,200,-0.07812591710197592,0
2020-03-01,55,200,-0.1364646443045372,0
2020-03-01,60,200,-0.1852104576011964,0
2020-04-01,10,100,0.24887750368205885,0
2020-04-01,15,100,0.41982405619557267,0
2020-04-01,20,100,0.27665620002021063,0
2020-04-01,25,100,0.03821783043155658,0
2020-04-01,30,100,-0.02534231932282267,0
2020-04-01,35,100,-0.12194109504747468,0
2020-04-01,40,100,-0.08651644828681436,0
2020-04-01,45,100,-0.030293771344220018,0
2020-04-01,50,100,-0.010110964410333342,0
2020-04-01,55,100,0.01182749012871005,0
2020-04-01,60,100,0.03811255925512143,0
2020-04-01,10,150,0.25263215992965365,0
2020-04-01,15,150,0.4199557238086291,0
2020-04-01,20,150,0.2659165704769706,0
2020-04-01,25,150,0.03513600996863612,0
2020-04-01,30,150,-0.02276650999337659,0
2020-04-01,35,150,-0.09921752993175458,0
2020-04-01,40,150,-0.054669288401941796,0
2020-04-01,45,150,0.00192726742662506,0
2020-04-01,50,150,0.015257762629524241,0
2020-04-01,55,150,0.0315161870194808,0
2020-04-01,60,150,0.04570232042231287,0
2020-04-01,10,200,0.2583732470619494,0
2020-04-01,15,200,0.4282252980074264,1
2020-04-01,20,200,0.2687115957895357,0
2020-04-01,25,200,0.04104630724042479,0
2020-04-01,30,200,-0.01766024900230253,0
2020-04-01,35,200,-0.08932557695713364,0
2020-04-01,40,200,-0.04388223945255933,0
2020-04-01,45,200,0.008629601176416687,0
2020-04-01,50,200,0.019174959268394198,0
2020-04-01,55,200,0.03286520251593597,0
2020-04-01,60,200,0.04304893366564762,0
2020-05-01,10,100,0.016129340964491028,0
2020-05-01,15,100,0.23219613708460715,0
2020-05-01,20,100,0.11681223481674181,0
2020-05-01,25,100,0.014017811428378346,0
2020-05-01,30,100,-0.0984583450117042,0
2020-05-01,35,100,-0.05416863795164153,0
2020-05-01,40,100,0.06532036730239364,0
2020-05-01,45,100,0.14755391917481037,0
2020-05-01,50,100,0.1892766806759497,0
2020-05-01,55,100,0.24917818339766065,0
2020-05-01,60,100,0.29610975240390747,0
2020-05-01,10,150,0.020239485891610776,0
2020-05-01,15,150,0.23516799928460014,0
2020-05-01,20,150,0.12458367450261242,0
2020-05-01,25,150,0.04693818437380038,0
2020-05-01,30,150,-0.017466842003155045,0
2020-05-01,35,150,0.05257086686770349,0
2020-05-01,40,150,0.1713705589462041,0
2020-05-01,45,150,0.24194420548374554,0
2020-05-01,50,150,0.27200548360940235,0
2020-05-01,55,150,0.3090093866970841,0
2020-05-01,60,150,0.3149049823838019,1
2020-05-01,10,200,0.020481516082549975,0
2020-05-01,15,200,0.2358111072083485,0
2020-05-01,20,200,0.13246335096619735,0
2020-05-01,25,200,0.06905015294008982,0
2020-05-01,30,200,0.008841669234368804,0
2020-05-01,35,200,0.09137763548125447,0
2020-05-01,40,200,0.21788353643912686,0
2020-05-01,45,200,0.2779518730517826,0
2020-05-01,50,200,0.2924347598843707,0
2020-05-01,55,200,0.312263145475526,0
2020-05-01,60,200,0.29809836558836916,0
2020-06-01,10,100,0.05345652103993298,0
2020-06-01,15,100,0.33579428541963846,0
2020-06-01,20,100,0.2087222823357528,0
2020-06-01,25,100,0.13598556421665386,0
2020-06-01,30,100,0.049218732438066064,0
2020-06-01,35,100,0.09394203495538016,0
2020-06-01,40,100,0.23624173030898213,0
2020-06-01,45,100,0.28826712608367433,0
2020-06-01,50,100,0.23566974640390223,0
2020-06-01,55,100,0.24610542383838496,0
2020-06-01,60,100,0.26379800394037417,0
2020-06-01,10,150,0.052603073067752276,0
2020-06-01,15,150,0.3397626114664478,0
2020-06-01,20,150,0.19661140899655566,0
2020-06-01,25,150,0.12573013538598804,0
2020-06-01,30,150,0.0466175660288394,0
2020-06-01,35,150,0.09859290638519545,0
2020-06-01,40,150,0.2422887910357158,0
2020-06-01,45,150,0.29327190008709153,0
2020-06-01,50,150,0.24153206133508492,0
2020-06-01,55,150,0.254205836812081,0
2020-06-01,60,150,0.2553901159042818,0
2020-06-01,10,200,0.056039444389279096,0
2020-06-01,15,200,0.3447040118313279,1
2020-06-01,20,200,0.1948667184741694,0
2020-06-01,25,200,0.12104214585379992,0
2020-06-01,30,200,0.0430103859427881,0
2020-06-01,35,200,0.09918942993305907,0
2020-06-01,40,200,0.2438554093869025,0
2020-06-01,45,200,0.2939670829398166,0
2020-06-01,50,200,0.24151180542698114,0
2020-06-01,55,200,0.2535790441830168,0
2020-06-01,60,200,0.2480143725183148,0
2020-07-01,10,100,-0.13973330805801046,0
2020-07-01,15,100,0.12208031123002643,0
2020-07-01,20,100,0.013449700349628951,0
2020-07-01,25,100,0.016838646542810455,0
2020-07-01,30,100,-0.04984117094860897,0
2020-07-01,35,100,-0.049568026553595414,0
2020-07-01,40,100,0.10455747852031105,0
2020-07-01,45,100,0.19092491219547036,1
2020-07-01,50,100,-0.001519154155243642,0
2020-07-01,55,100,-0.06723055371494718,0
2020-07-01,60,100,0.01596243146779384,0
2020-07-01,10,150,-0.14095887552942413,0
2020-07-01,15,150,0.13050769150080047,0
2020-07-01,20,150,0.009047896601857688,0
2020-07-01,25,150,0.0010497216043917294,0
2020-07-01,30,150,-0.09617730302277244,0
2020-07-01,35,150,-0.07797409201522741,0
2020-07-01,40,150,0.10077126958090146,0
2020-07-01,45,150,0.1903462289815877,0
2020-07-01,50,150,-0.016161891171431093,0
2020-07-01,55,150,-0.08075743560182085,0
2020-07-01,60,150,0.006097669702236423,0
2020-07-01,10,200,-0.1414964585623372,0
2020-07-01,15,200,0.1377133300885365,0
2020-07-01,20,200,0.01059273985667266,0
2020-07-01,25,200,0.0033791181701253305,0
2020-07-01,30,200,-0.09580262610469653,0
2020-07-01,35,200,-0.07625705957926128,0
2020-07-01,40,200,0.1013303865044218,0
2020-07-01,45,200,0.18843799923466997,0
2020-07-01,50,200,-0.01910438315394793,0
2020-07-01,55,200,-0.08354031094244461,0
2020-07-01,60,200,0.002161959382569347,0
2020-08-01,10,100,0.1660109384596884,0
2020-08-01,15,100,0.16728561752543614,1
2020-08-01,20,100,0.13201004974876157,0
2020-08-01,25,100,0.08431470201703364,0
2020-08-01,30,100,0.062395636376688296,0
2020-08-01,35,100,0.08618013436907032,0
2020-08-01,40,100,0.12071901474501888,0
2020-08-01,45,100,0.10013653538080904,0
