交易证券,交收日期,摘要,发生金额,成交数量,成交价格,资金余额,货币代码,委托日期,结算汇率,融资账户
南 玻Ａ  000012,2010-11-05,证券卖出,293994.85,13750,21.42,294245.12,人民币,20101105,-,
澄星股份  600078,2010-11-08,证券卖出,132716.95,12700,10.47,426962.07,人民币,20101108,-,
浦发银行  600000,2010-11-09,证券买入,-146827.36,10000,14.67,280134.71,人民币,20101109,-,
南 玻Ａ  000012,2010-11-10,证券买入,-157124.6,7000,22.428,123010.11,人民币,20101110,-,
澄星股份  600078,2010-11-10,证券买入,-122413.04,11200,10.92,597.07,人民币,20101110,-,
南 玻Ａ  000012,2010-11-11,证券买入,-99871.83,4400,22.68,725.24,人民币,20101111,-,
-  -,2010-11-11,银行转证券,100000.0,0,0.0,100597.07,人民币,20101111,-,
南 玻Ａ  000012,2010-11-17,证券买入,-92946.3,4700,19.76,1769.95,人民币,20101117,-,
南 玻Ａ  000012,2010-11-17,证券买入,-297984.0,15114,19.7,94716.25,人民币,20101117,-,
浦发银行  600000,2010-11-17,证券卖出,391975.01,29999,13.091,392700.25,人民币,20101117,-,
南 玻Ａ  000012,2010-11-18,证券卖出,306209.83,14964,20.5,307979.78,人民币,20101118,-,
南 玻Ａ  000012,2010-11-18,证券卖出,82331.54,4000,20.62,390311.32,人民币,20101118,-,
南 玻Ａ  000012,2010-11-19,证券卖出,270087.17,12090,22.38,660398.49,人民币,20101119,-,
澄星股份  600078,2010-11-19,证券买入,-178562.72,20000,8.92,481835.77,人民币,20101119,-,
浦发银行  600000,2010-11-19,证券买入,-160082.15,12200,13.11,321753.62,人民币,20101119,-,
南 玻Ａ  000012,2010-11-22,证券卖出,161169.37,6900,23.4,482922.99,人民币,20101122,-,
浦发银行  600000,2010-11-22,证券买入,-155776.51,12000,12.97,327146.48,人民币,20101122,-,
浦发银行  600000,2010-11-22,证券买入,-90519.35,7000,12.92,396937.15,人民币,20101122,-,
澄星股份  600078,2010-11-22,证券买入,-53388.67,6000,8.89,343548.48,人民币,20101122,-,
澄星股份  600078,2010-11-22,证券买入,-89181.28,10000,8.91,254367.2,人民币,20101122,-,
澄星股份  600078,2010-11-22,证券买入,-253799.15,28300,8.96,568.05,人民币,20101122,-,
南 玻Ａ  000012,2010-11-22,证券卖出,160310.02,7010,22.91,487456.5,人民币,20101122,-,
浦发银行  600000,2010-11-24,证券卖出,398298.51,31200,12.79,398866.56,人民币,20101124,-,
包钢稀土  600111,2010-11-24,证券买入,-396183.79,5100,77.62,2682.77,人民币,20101124,-,
澄星股份  600078,2010-12-03,证券卖出,242451.33,29400,8.263,245134.1,人民币,20101203,-,
包钢稀土  600111,2010-12-03,证券买入,-27730.17,400,69.268,2398.97,人民币,20101203,-,
澄星股份  600078,2010-12-03,证券买入,-1672.0,200,8.33,726.97,人民币,20101203,-,
包钢稀土  600111,2010-12-03,证券买入,-215004.96,3100,69.3,30129.14,人民币,20101203,-,
包钢稀土  600111,2010-12-08,证券卖出,249386.69,3600,69.4,250113.66,人民币,20101208,-,
包钢稀土  600111,2010-12-09,证券买入,-243954.6,3600,67.71,6159.06,人民币,20101209,-,
澄星股份  600078,2010-12-09,证券买入,-5683.0,700,8.11,476.06,人民币,20101209,-,
包钢稀土  600111,2010-12-15,证券卖出,261496.84,3600,72.77,261972.9,人民币,20101215,-,
东方电气  600875,2010-12-15,证券买入,-261516.84,7800,33.5,456.06,人民币,20101215,-,
包钢稀土  600111,2010-12-15,证券卖出,358648.22,5000,71.86,359104.28,人民币,20101215,-,
东方电气  600875,2010-12-15,证券买入,-164869.29,5000,32.947,194234.99,人民币,20101215,-,
南 玻Ａ  000012,2010-12-15,证券买入,-194085.14,8600,22.55,149.85,人民币,20101215,-,
东方电气  600875,2010-12-20,证券卖出,228857.1,6200,36.98,229006.95,人民币,20101220,-,
南 玻Ａ  000012,2010-12-20,证券卖出,188000.99,8600,21.9,189393.86,人民币,20101220,-,
南 玻Ａ  000012,2010-12-20,证券买入,-78542.78,3600,21.8,193556.48,人民币,20101220,-,
澄星股份  600078,2010-12-20,证券买入,-82876.24,10000,8.28,272099.26,人民币,20101220,-,
南 玻Ａ  000012,2010-12-20,证券买入,-110538.36,5000,22.09,354975.5,人民币,20101220,-,
东方电气  600875,2010-12-20,证券卖出,236506.91,6600,35.9,465513.86,人民币,20101220,-,
南 玻Ａ  000012,2010-12-20,证券买入,-192163.61,9100,21.1,1392.87,人民币,20101220,-,
南 玻Ａ  000012,2010-12-21,证券买入,-188592.75,8700,21.66,870.31,人民币,20101221,-,
-  -,2010-12-21,利息归本,69.2,0,0.0,189463.06,人民币,20101221,-,
-  -,2010-12-21,利息归本,0.07,0,0.0,292.42,美元,20101221,-,
东方电气  600875,2010-12-22,证券买入,-85270.56,2400,35.5,536.58,人民币,20101222,-,
澄星股份  600078,2010-12-22,证券卖出,84936.83,10000,8.51,85807.14,人民币,20101222,-,
澄星股份  600078,2010-12-23,证券卖出,242619.52,29900,8.13,898575.31,人民币,20101223,-,
南 玻Ａ  000012,2010-12-23,证券卖出,284343.24,13200,21.58,655955.79,人民币,20101223,-,
东方电气  600875,2010-12-23,证券卖出,85499.42,2400,35.69,371612.55,人民币,20101223,-,
南 玻Ａ  000012,2010-12-23,证券卖出,285576.55,13200,21.674,286113.13,人民币,20101223,-,
澄星股份  600078,2010-12-24,证券买入,-47924.3,6000,7.98,500900.43,人民币,20101224,-,
东方电气  600875,2010-12-24,证券买入,-270304.06,8000,33.76,230596.37,人民币,20101224,-,
五 粮 液  000858,2010-12-24,证券买入,-349750.58,10000,34.947,548824.73,人民币,20101224,-,
南 玻Ａ  000012,2010-12-24,证券买入,-230173.99,10900,21.1,422.38,人民币,20101224,-,
五 粮 液  000858,2010-12-27,证券买入,-73516.77,2200,33.39,85.73,人民币,20101227,-,
南 玻Ａ  000012,2010-12-27,证券买入,-199759.68,10000,19.96,73602.5,人民币,20101227,-,
东方电气  600875,2010-12-27,证券卖出,272939.8,8000,34.18,273362.18,人民币,20101227,-,
南 玻Ａ  000012,2010-12-28,证券买入,-149587.57,7900,18.92,498.16,人民币,20101228,-,
-  -,2010-12-28,银行转证券,150000.0,0,0.0,150085.73,人民币,20101228,-,
澄星股份  600078,2010-12-28,证券卖出,269438.63,35899,7.52,269936.79,人民币,20101228,-,
五 粮 液  000858,2010-12-28,证券买入,-267533.86,8200,32.6,2402.93,人民币,20101228,-,
南 玻Ａ  000012,2010-12-28,证券买入,-148322.56,7900,18.76,1413.95,人民币,20101228,-,
恒生电子  600570,2010-12-28,证券买入,-190856.56,10000,19.069,149736.51,人民币,20101228,-,
五 粮 液  000858,2010-12-28,证券卖出,338190.14,10000,33.88,340593.07,人民币,20101228,-,
五 粮 液  000858,2010-12-29,证券卖出,356077.9,10400,34.3,357491.85,人民币,20101229,-,
恒生电子  600570,2010-12-29,证券买入,-120341.42,6230,19.3,237150.43,人民币,20101229,-,
恒生电子  600570,2010-12-29,证券买入,-13847.32,715,19.35,223303.11,人民币,20101229,-,
恒生电子  600570,2010-12-29,证券买入,-73744.75,3800,19.39,149558.36,人民币,20101229,-,
恒生电子  600570,2010-12-30,证券买入,-98519.95,5200,18.93,51038.41,人民币,20101230,-,
-  -,2010-12-31,证券转银行,-50000.0,0,0.0,1038.41,人民币,20101231,-,
恒生电子  600570,2010-12-31,证券卖出,171338.42,8600,19.96,172376.83,人民币,20101231,-,
恒生电子  600570,2010-12-31,证券卖出,10759.84,535,20.15,183136.67,人民币,20101231,-,
南 玻Ａ  000012,2010-12-31,证券卖出,240516.28,12200,19.75,664291.02,人民币,20101231,-,
南 玻Ａ  000012,2010-12-31,证券卖出,240638.07,12200,19.76,423774.74,人民币,20101231,-,
-  -,2011-01-04,银行转证券,50000.0,0,0.0,714291.02,人民币,20110104,-,
万 科Ａ  000002,2011-01-04,证券买入,-131204.88,15000,8.74,583086.14,人民币,20110104,-,
恒生电子  600570,2011-01-04,证券买入,-161817.34,8000,20.21,421268.8,人民币,20110104,-,
南 玻Ａ  000012,2011-01-04,证券卖出,246907.76,12300,20.11,668176.56,人民币,20110104,-,
南 玻Ａ  000012,2011-01-05,证券买入,-239349.33,12000,19.93,428827.23,人民币,20110105,-,
万 科Ａ  000002,2011-01-05,证券买入,-106765.34,12000,8.89,322061.89,人民币,20110105,-,
万 科Ａ  000002,2011-01-05,证券买入,-107825.19,12000,8.978,214236.7,人民币,20110105,-,
东方电气  600875,2011-01-07,证券买入,-138594.78,4000,34.62,211596.76,人民币,20110107,-,
南 玻Ａ  000012,2011-01-07,证券卖出,228787.44,12000,19.1,440384.2,人民币,20110107,-,
万 科Ａ  000002,2011-01-07,证券卖出,135954.84,15000,9.08,350191.54,人民币,20110107,-,
恒生电子  600570,2011-01-10,证券买入,-191262.88,10000,19.11,249121.32,人民币,20110110,-,
万 科Ａ  000002,2011-01-10,证券买入,-248787.87,27900,8.91,333.45,人民币,20110110,-,
格力地产  600185,2011-01-11,证券买入,-197334.12,24400,8.08,145.82,人民币,20110111,-,
万 科Ａ  000002,2011-01-11,证券卖出,155866.93,17300,9.026,156200.38,人民币,20110111,-,
万 科Ａ  000002,2011-01-11,证券卖出,41279.56,4600,8.99,197479.94,人民币,20110111,-,
东方电气  600875,2011-01-12,证券卖出,130081.41,4000,32.58,130227.23,人民币,20110112,-,
格力地产  600185,2011-01-12,证券买入,-129863.5,15700,8.264,363.73,人民币,20110112,-,
格力地产  600185,2011-01-17,证券卖出,241566.24,32100,7.54,553987.15,人民币,20110117,-,
格力地产  600185,2011-01-17,证券卖出,60203.42,8000,7.54,312420.91,人民币,20110117,-,
澄星股份  600078,2011-01-17,证券卖出,1.3,1,7.31,252217.49,人民币,20110117,-,
万 科Ａ  000002,2011-01-17,证券卖出,251845.86,30000,8.41,252209.59,人民币,20110117,-,
浦发银行  600000,2011-01-17,证券卖出,6.6,1,12.61,252216.19,人民币,20110117,-,
恒生电子  600570,2011-01-19,证券买入,-171647.2,10000,17.15,382339.95,人民币,20110119,-,
格力地产  600185,2011-01-20,证券买入,-126768.62,16300,7.77,255571.33,人民币,20110120,-,
东方电气  600875,2011-01-24,证券买入,-177627.78,5800,30.6,2576.61,人民币,20110124,-,
格力地产  600185,2011-01-24,证券卖出,131938.76,16300,8.11,387510.09,人民币,20110124,-,
岳阳纸业  600963,2011-01-24,证券买入,-80774.56,10000,8.07,306735.53,人民币,20110124,-,
万 科Ａ  000002,2011-01-24,证券买入,-126531.14,15000,8.429,180204.39,人民币,20110124,-,
岳阳纸业  600963,2011-01-26,证券卖出,82241.68,10000,8.24,84818.29,人民币,20110126,-,
万 科Ａ  000002,2011-01-26,证券卖出,127270.5,15000,8.5,212088.79,人民币,20110126,-,
古越龙山  600059,2011-01-27,证券买入,-69316.1,5700,12.15,100516.68,人民币,20110127,-,
-  -,2011-01-27,银行转证券,100000.0,0,0.0,312088.79,人民币,20110127,-,
东方电气  600875,2011-01-27,证券买入,-96144.05,3200,30.02,215944.74,人民币,20110127,-,
古越龙山  600059,2011-01-27,证券买入,-46111.96,3795,12.14,169832.78,人民币,20110127,-,
格力地产  600185,2011-01-28,证券买入,-99968.2,12300,8.12,548.48,人民币,20110128,-,
东方电气  600875,2011-01-28,证券卖出,299176.49,9000,33.303,299724.97,人民币,20110128,-,
格力地产  600185,2011-01-31,证券买入,-96282.25,12300,7.821,203442.72,人民币,20110131,-,
古越龙山  600059,2011-01-31,证券买入,-99127.23,8000,12.38,104315.49,人民币,20110131,-,
恒生电子  600570,2011-02-01,证券买入,-103038.16,5800,17.75,1277.33,人民币,20110201,-,
格力地产  600185,2011-02-11,证券卖出,98929.58,12000,8.26,167997.36,人民币,20110211,-,
古越龙山  600059,2011-02-11,证券卖出,149717.99,12000,12.5,150023.53,人民币,20110211,-,
中海集运  601866,2011-02-11,证券买入,-167691.82,31800,5.268,305.54,人民币,20110211,-,
古越龙山  600059,2011-02-11,证券卖出,67790.45,5495,12.36,69067.78,人民币,20110211,-,
中海集运  601866,2011-02-14,证券买入,-120046.74,22800,5.26,241642.66,人民币,20110214,-,
恒生电子  600570,2011-02-14,证券卖出,106280.53,5610,18.98,361689.4,人民币,20110214,-,
格力地产  600185,2011-02-14,证券卖出,105385.34,12600,8.38,255408.87,人民币,20110214,-,
中海集运  601866,2011-02-15,证券买入,-120630.81,22400,5.38,121011.85,人民币,20110215,-,
中海集运  601866,2011-02-16,证券买入,-120409.23,23000,5.23,602.62,人民币,20110216,-,
海宁皮城  002344,2011-02-25,证券买入,-115092.0,2300,50.0,346.53,人民币,20110225,-,
恒生电子  600570,2011-02-25,证券卖出,114835.91,6000,19.175,115438.53,人民币,20110225,-,
海宁皮城  002344,2011-02-28,证券卖出,116744.48,2300,50.85,117091.01,人民币,20110228,-,
恒生电子  600570,2011-02-28,证券买入,-115266.23,6100,18.88,1824.78,人民币,20110228,-,
-  -,2011-03-21,利息归本,0.07,0,0.0,292.49,美元,20110321,-,
-  -,2011-03-21,利息归本,118.92,0,0.0,1943.7,人民币,20110321,-,
-  -,2011-04-28,银行转证券,50000.0,0,0.0,51943.7,人民币,20110428,-,
恒生电子  600570,2011-04-28,证券买入,-50827.83,3200,15.87,1115.87,人民币,20110428,-,
恒生电子  600570,2011-05-20,红利入账,2173.5,48300,0.0,3289.37,人民币,0,-,
-  -,2011-06-21,利息归本,0.07,0,0.0,292.56,美元,20110621,-,
-  -,2011-06-21,利息归本,3.53,0,0.0,3292.9,人民币,20110621,-,
-  -,2011-06-30,证券转银行,-292.0,0,0.0,0.56,美元,20110630,-,
陆家Ｂ股  900932,2011-07-06,红利入帐0,190.94,9200,0.021,191.5,美元,20110706,-,
-  -,2011-09-21,利息归本,4.21,0,0.0,3297.11,人民币,20110921,-,
-  -,2011-09-21,利息归本,0.05,0,0.0,191.55,美元,20110921,-,
恒生电子  600570,2011-11-10,证券买入,-150465.97,10700,14.05,2831.14,人民币,20111110,-,
-  -,2011-11-10,银行转证券,150000.0,0,0.0,153297.11,人民币,20111110,-,
恒生电子  600570,2011-11-21,证券买入,-52071.52,3900,13.34,759.62,人民币,20111121,-,
-  -,2011-11-21,银行转证券,50000.0,0,0.0,52831.14,人民币,20111121,-,
恒生电子  600570,2011-11-29,证券卖出,107396.42,7900,13.62,108156.04,人民币,20111129,-,
恒生电子  600570,2011-11-30,证券卖出,66125.75,5000,13.25,174281.79,人民币,20111130,-,
中海集运  601866,2011-12-01,证券买入,-106622.1,37900,2.81,100.69,人民币,20111201,-,
恒生电子  600570,2011-12-01,证券买入,-67559.0,5000,13.5,106722.79,人民币,20111201,-,
恒生电子  600570,2011-12-06,证券买入,-68099.83,5400,12.6,426.66,人民币,20111206,-,
恒生电子  600570,2011-12-06,证券买入,-36330.33,2890,12.56,68526.49,人民币,20111206,-,
中海集运  601866,2011-12-06,证券卖出,104756.13,37900,2.77,104856.82,人民币,20111206,-,
-  -,2011-12-21,利息归本,0.05,0,0.0,191.6,美元,20111221,-,
-  -,2011-12-21,利息归本,9.64,0,0.0,436.3,人民币,20111221,-,
-  -,2012-01-13,证券转银行,-191.6,0,0.0,0.0,美元,20120113,-,
-  -,2012-01-13,证券转银行,-436.3,0,0.0,0.0,人民币,20120113,-,
-  -,2012-01-17,银行转证券,436.3,0,0.0,100436.3,人民币,20120117,-,
-  -,2012-01-17,银行转证券,100000.0,0,0.0,100000.0,人民币,20120117,-,
中海集运  601866,2012-01-17,证券买入,-99915.94,37100,2.69,520.36,人民币,20120117,-,
中海集运  601866,2012-02-24,证券卖出,111825.63,37100,3.02,112345.99,人民币,20120224,-,
恒生电子  600570,2012-02-28,证券买入,-111824.15,9100,12.28,521.84,人民币,20120228,-,
恒生电子  600570,2012-03-02,证券卖出,93843.01,7390,12.72,94364.85,人民币,20120302,-,
中海集运  601866,2012-03-06,证券买入,-91240.59,30900,2.95,3124.26,人民币,20120306,-,
-  -,2012-03-14,银行转证券,100000.0,0,0.0,103124.26,人民币,20120314,-,
-  -,2012-03-15,银行转证券,100000.0,0,0.0,203124.26,人民币,20120315,-,
恒生电子  600570,2012-03-16,证券卖出,91196.83,7000,13.05,294321.09,人民币,20120316,-,
中海集运  601866,2012-03-19,证券买入,-99494.64,35000,2.84,194826.45,人民币,20120319,-,
-  -,2012-03-21,利息归本,0.01,0,0.0,0.01,美元,20120321,-,
-  -,2012-03-21,利息归本,27.42,0,0.0,194853.87,人民币,20120321,-,
恒生电子  600570,2012-03-23,证券买入,-96395.6,7800,12.35,98458.27,人民币,20120323,-,
恒生电子  600570,2012-03-28,证券买入,-97318.55,8200,11.86,1139.72,人民币,20120328,-,
恒生电子  600570,2012-04-06,证券卖出,90567.85,7000,12.96,204575.73,人民币,20120406,-,
中海集运  601866,2012-04-06,证券卖出,112868.16,35900,3.15,114007.88,人民币,20120406,-,
-  -,2012-04-11,证券转银行,-200000.0,0,0.0,4575.73,人民币,20120411,-,
恒生电子  600570,2012-04-18,证券买入,-52474.56,4100,12.79,986.52,人民币,20120418,-,
恒生电子  600570,2012-04-18,证券买入,-51114.65,4000,12.77,53461.08,人民币,20120418,-,
-  -,2012-04-18,银行转证券,100000.0,0,0.0,104575.73,人民币,20120418,-,
恒生电子  600570,2012-04-23,证券卖出,109086.07,8100,13.49,110072.59,人民币,20120423,-,
-  -,2012-04-24,银行转证券,100000.0,0,0.0,210072.59,人民币,20120424,-,
中海集运  601866,2012-04-24,证券买入,-109919.89,34000,3.23,100152.7,人民币,20120424,-,
拓尔思  300229,2012-05-02,证券买入,-99999.96,7600,13.15,152.74,人民币,20120502,-,
拓尔思  300229,2012-05-04,证券买入,-53774.25,3900,13.78,53952.03,人民币,20120504,-,
拓尔思  300229,2012-05-04,证券买入,-28936.87,2114,13.68,49280.95,人民币,20120504,-,
中海集运  601866,2012-05-04,证券卖出,107573.54,34000,3.17,107726.28,人民币,20120504,-,
拓尔思  300229,2012-05-04,证券买入,-48258.94,3500,13.78,1022.01,人民币,20120504,-,
中海集运  601866,2012-05-04,证券卖出,94318.79,30000,3.15,94535.6,人民币,20120504,-,
拓尔思  300229,2012-05-04,证券买入,-16317.78,1200,13.59,78217.82,人民币,20120504,-,
拓尔思  300229,2012-05-04,证券买入,-53735.22,3900,13.77,216.81,人民币,20120504,-,
拓尔思  300229,2012-05-08,证券买入,-51571.92,3700,13.93,104651.29,人民币,20120508,-,
拓尔思  300229,2012-05-08,证券卖出,190.8,14,14.0,644.61,人民币,20120508,-,
拓尔思  300229,2012-05-08,证券买入,-52699.6,3800,13.86,453.81,人民币,20120508,-,
拓尔思  300229,2012-05-08,证券买入,-51497.88,3700,13.91,53153.41,人民币,20120508,-,
中海集运  601866,2012-05-08,证券卖出,155201.2,50000,3.11,156223.21,人民币,20120508,-,
拓尔思  300229,2012-05-16,证券买入,-50993.58,4100,12.43,51524.91,人民币,20120516,-,
拓尔思  300229,2012-05-16,证券买入,-49829.88,4000,12.45,102518.49,人民币,20120516,-,
中海集运  601866,2012-05-16,证券卖出,151703.76,49999,3.04,152348.37,人民币,20120516,-,
拓尔思  300229,2012-05-17,证券买入,-50430.24,4000,12.6,1094.67,人民币,20120517,-,
拓尔思  300229,2012-06-04,证券卖出,65894.4,5000,13.2,66217.64,人民币,20120604,-,
拓尔思  300229,2012-06-04,证券卖出,72697.49,5500,13.239,73792.16,人民币,20120604,-,
中海集运  601866,2012-06-04,证券买入,-65943.31,23700,2.78,274.33,人民币,20120604,-,
中海集运  601866,2012-06-04,证券买入,-73468.92,26500,2.77,323.24,人民币,20120604,-,
陆家Ｂ股  900932,2012-06-12,红利入帐0,197.47,9200,0.021,197.48,美元,20120612,-,
恒生电子  600570,2012-06-20,红利入账,4824.0,67000,0.0,5098.33,人民币,0,-,
-  -,2012-06-21,利息归本,32.53,0,0.0,5130.86,人民币,20120621,-,
拓尔思  300229,2012-06-28,证券卖出,40794.62,3000,13.62,86869.85,人民币,20120628,-,
拓尔思  300229,2012-06-28,证券卖出,40944.37,3000,13.67,46075.23,人民币,20120628,-,
软控股份  002073,2012-06-29,证券买入,-66359.79,8000,8.29,674.17,人民币,20120629,-,
软控股份  002073,2012-06-29,证券买入,-19835.89,2400,8.26,67033.96,人民币,20120629,-,
中海集运  601866,2012-07-04,证券买入,-36012.09,14000,2.57,139.1,人民币,20120704,-,
软控股份  002073,2012-07-04,证券卖出,88466.24,10400,8.52,89140.41,人民币,20120704,-,
中海集运  601866,2012-07-04,证券买入,-52989.22,20600,2.57,36151.19,人民币,20120704,-,
中海集运  601866,2012-07-05,证券卖出,88574.45,34801,2.55,88713.55,人民币,20120705,-,
拓尔思  300229,2012-07-05,证券买入,-87840.67,6800,12.91,872.88,人民币,20120705,-,
恒生电子  600570,2012-08-14,证券买入,-72838.02,5800,12.55,791.92,人民币,20120814,-,
恒生电子  600570,2012-08-14,证券买入,-45245.83,3600,12.56,73629.94,人民币,20120814,-,
拓尔思  300229,2012-08-14,证券卖出,118002.89,8900,13.28,118875.77,人民币,20120814,-,
中海集运  601866,2012-08-21,证券买入,-116992.36,48300,2.42,539.41,人民币,20120821,-,
拓尔思  300229,2012-08-21,证券卖出,116483.33,8200,14.228,117531.77,人民币,20120821,-,
恒生电子  600570,2012-08-21,证券买入,-127788.27,10200,12.52,1048.44,人民币,20120821,-,
拓尔思  300229,2012-08-21,证券卖出,140700.99,9699,14.53,141240.4,人民币,20120821,-,
拓尔思  300229,2012-08-21,证券卖出,128044.79,9000,14.25,128836.71,人民币,20120821,-,
长园集团  600525,2012-08-22,证券买入,-76439.13,12400,6.16,447.85,人民币,20120822,-,
恒生电子  600570,2012-08-22,证券买入,-64353.42,5100,12.61,76886.98,人民币,20120822,-,
长园集团  600525,2012-09-10,证券卖出,77616.16,12400,6.27,78064.01,人民币,20120910,-,
中海集运  601866,2012-09-12,证券买入,-66057.6,30000,2.2,12006.41,人民币,20120912,-,
-  -,2012-09-21,利息归本,7.25,0,0.0,12013.66,人民币,20120921,-,
-  -,2012-09-21,利息归本,0.02,0,0.0,197.5,美元,20120921,-,
中海集运  601866,2012-09-24,证券买入,-11900.61,5800,2.05,113.05,人民币,20120924,-,
银华锐进  150019,2012-10-09,证券买入,-145291.92,232700,0.624,46.6,人民币,20121009,-,
中海集运  601866,2012-10-09,证券卖出,145225.47,67050,2.17,145338.52,人民币,20121009,-,
恒生电子  600570,2012-10-12,证券卖出,147877.99,11700,12.66,247932.51,人民币,20121012,-,
-  -,2012-10-12,银行转证券,100000.0,0,0.0,100046.6,人民币,20121012,-,
中海集运  601866,2012-10-12,证券卖出,149239.81,67049,2.23,249286.41,人民币,20121012,-,
银华锐进  150019,2012-10-12,证券买入,-122273.32,200000,0.611,125659.19,人民币,20121012,-,
银华锐进  150019,2012-10-12,证券买入,-149231.89,245300,0.608,100054.52,人民币,20121012,-,
银华锐进  150019,2012-10-12,证券买入,-25044.02,40500,0.618,100615.17,人民币,20121012,-,
洪都航空  600316,2012-10-18,证券买入,-100193.12,8400,11.92,422.05,人民币,20121018,-,
中海集运  601866,2012-10-19,证券买入,-92580.32,39700,2.33,230.66,人民币,20121019,-,
中海集运  601866,2012-10-19,证券买入,-103328.64,44500,2.32,36.48,人民币,20121019,-,
银华锐进  150019,2012-10-19,证券卖出,92774.5,143700,0.646,92810.98,人民币,20121019,-,
中海集运  601866,2012-10-19,证券买入,-154209.47,66700,2.31,103365.12,人民币,20121019,-,
银华锐进  150019,2012-10-19,证券卖出,93205.34,143700,0.649,257574.59,人民币,20121019,-,
恒生电子  600570,2012-10-19,证券卖出,63145.79,5000,12.65,63567.84,人民币,20121019,-,
洪都航空  600316,2012-10-19,证券卖出,100801.41,8400,12.02,164369.25,人民币,20121019,-,
银华锐进  150019,2012-10-23,证券卖出,275789.54,431100,0.64,276020.2,人民币,20121023,-,
银华锐进  150019,2012-10-23,证券买入,-68.2,100,0.632,275952.0,人民币,20121023,-,
中海集运  601866,2012-10-25,证券买入,-91854.11,38400,2.39,184097.89,人民币,20121025,-,
银华锐进  150019,2012-10-26,证券买入,-182801.21,310700,0.588,1296.68,人民币,20121026,-,
恒生电子  600570,2012-10-26,证券卖出,60200.52,5000,12.06,61497.2,人民币,20121026,-,
银华锐进  150019,2012-10-26,证券买入,-61488.87,108000,0.569,8.33,人民币,20121026,-,
银华锐进  150019,2012-11-02,证券卖出,250710.68,418800,0.599,250719.01,人民币,20121102,-,
恒生电子  600570,2012-11-06,证券买入,-110072.0,10000,11.0,140647.01,人民币,20121106,-,
中海集运  601866,2012-11-07,证券买入,-45743.24,19700,2.32,94903.77,人民币,20121107,-,
银华锐进  150019,2012-11-12,证券买入,-94723.3,173700,0.545,180.47,人民币,20121112,-,
银华锐进  150019,2012-11-14,证券买入,-220157.82,418300,0.526,22.65,人民币,20121114,-,
-  -,2012-11-14,银行转证券,220000.0,0,0.0,220180.47,人民币,20121114,-,
银华锐进  150019,2012-11-16,证券卖出,294046.97,591999,0.497,294069.62,人民币,20121116,-,
恒生电子  600570,2012-11-21,证券买入,-100166.06,10000,10.01,93337.26,人民币,20121121,-,
恒生电子  600570,2012-11-21,证券买入,-100566.3,10000,10.05,193503.32,人民币,20121121,-,
-  -,2012-11-30,证券转银行,-20000.0,0,0.0,73337.26,人民币,20121130,-,
恒生电子  600570,2012-11-30,证券卖出,3050.94,300,10.2,76388.2,人民币,20121130,-,
-  -,2012-12-04,证券转银行,-50000.0,0,0.0,26388.2,人民币,20121204,-,
-  -,2012-12-21,利息归本,54.15,0,0.0,26442.35,人民币,20121221,-,
-  -,2012-12-21,利息归本,0.02,0,0.0,197.52,美元,20121221,-,
中海集运  601866,2013-01-08,证券买入,-26272.05,10500,2.5,170.3,人民币,20130108,-,
恒生电子  600570,2013-01-28,证券卖出,124694.16,10000,12.49,462589.81,人民币,20130128,-,
ST东盛  600771,2013-01-28,证券买入,-18212.12,2000,9.1,945260.95,人民币,20130128,-,
恒生电子  600570,2013-01-28,证券卖出,249597.98,20000,12.501,963473.07,人民币,20130128,-,
恒生电子  600570,2013-01-28,证券卖出,125892.24,10000,12.61,588482.05,人民币,20130128,-,
恒生电子  600570,2013-01-28,证券卖出,123595.92,10000,12.38,337895.65,人民币,20130128,-,
ST东盛  600771,2013-01-28,证券买入,-26687.8,3000,8.89,214299.73,人民币,20130128,-,
恒生电子  600570,2013-01-28,证券卖出,118822.75,9700,12.27,240987.53,人民币,20130128,-,
恒生电子  600570,2013-01-28,证券卖出,121994.48,10000,12.22,122164.78,人民币,20130128,-,
恒生电子  600570,2013-01-28,证券卖出,125393.04,10000,12.56,713875.09,人民币,20130128,-,
恒生电子  600570,2013-01-29,证券卖出,127277.27,9999,12.75,1200127.74,人民币,20130129,-,
恒生电子  600570,2013-01-29,证券卖出,127589.52,10000,12.78,1072850.47,人民币,20130129,-,
银华锐进  150019,2013-01-31,证券卖出,0.0,1,0.7,1200127.74,人民币,20130131,-,
长园集团  600525,2013-01-31,证券买入,-128489.04,20000,6.42,1071647.11,人民币,20130131,-,
中海集运  601866,2013-01-31,证券买入,-106888.08,40000,2.67,964759.03,人民币,20130131,-,
拓尔思  300229,2013-01-31,证券卖出,8.41,1,13.42,1200136.15,人民币,20130131,-,
长园集团  600525,2013-02-04,证券卖出,131177.76,20000,6.57,1095936.79,人民币,20130204,-,
ST东盛  600771,2013-02-06,证券卖出,50915.4,5000,10.2,1146852.19,人民币,20130206,-,
恒生电子  600570,2013-02-07,证券买入,-135087.0,10000,13.5,738347.0,人民币,20130207,-,
恒生电子  600570,2013-02-07,证券买入,-137468.44,10000,13.738,873434.0,人民币,20130207,-,
恒生电子  600570,2013-02-07,证券买入,-135949.75,10000,13.586,1010902.44,人民币,20130207,-,
ST东盛  600771,2013-02-08,证券买入,-55186.09,5000,11.03,343839.45,人民币,20130208,-,
