交易证券,交收日期,摘要,发生金额,成交数量,成交价格,资金余额,货币代码,委托日期,结算汇率,年度,证券代码,证券名称,融资账户
-600060,20150707,红利税补扣,-73.13,0,0,2221.69,人民币,20150707,0,2015,600060,-,
海信电器  600060,20150707,证券卖出,294132.21,16500,17.85,296353.9,人民币,20150707,0,2015,600060,海信电器  ,
-600060,20150707,资金自动还融资,-177869.25,0,0,0,人民币,0,0,2015,600060,-,是
-600060,20150707,资金自动还融资,-355738.5,0,0,177869.25,人民币,0,0,2015,600060,-,是
海信电器  600060,20150707,证券卖出,355738.5,20000,17.85,355738.5,人民币,20150707,0,2015,600060,海信电器  ,是
海信电器  600060,20150707,证券卖出,177869.25,10000,17.85,533607.75,人民币,20150707,0,2015,600060,海信电器  ,是
-600060,20150708,红利税补扣,-170.63,0,0,6105.27,人民币,20150708,0,2015,600060,-,
-  -,20150708,证券转银行,-290000,0,0,6353.9,人民币,20150708,0,2015,  -,-,
-600060,20150708,红利税补扣,-78,0,0,6275.9,人民币,20150708,0,2015,600060,-,
-600060,20150708,自有资金还融资,-21598.55,0,0,0,人民币,20150617,0,2015,600060,-,是
-600060,20150708,自有资金还融资,-267913.95,0,0,0,人民币,20150616,0,2015,600060,-,是
-  -,20150708,银行转证券,290000,0,0,290000,人民币,20150708,0,2015,  -,-,是
证券B  150172,20150709,证券买入,-6042.5,7500,0.805,62.77,人民币,20150709,0,2015,150172,证券B  ,
-  -,20150709,银行转证券,500,0,0,500,人民币,20150709,0,2015,  -,-,是
-600060,20150709,红利税补扣,-487.5,0,0,0,人民币,20150709,0,2015,600060,-,是
国金证券  600109,20150715,融资开仓,-309874.69,16600,18.62,500,人民币,20150715,0,2015,600109,国金证券  ,是
国金证券  600109,20150715,融资借款,309874.69,0,0,500,人民币,20150715,0,2015,600109,国金证券  ,是
-600109,20150717,资金自动还融资,-309323.57,0,0,500,人民币,0,0,2015,600109,-,是
国金证券  600109,20150717,证券卖出,309323.57,16600,18.7,309823.57,人民币,20150717,0,2015,600109,国金证券  ,是
-600060,20150720,资金自动还融资,-213245,0,0,500,人民币,0,0,2015,600060,-,是
海信电器  600060,20150720,融资借款,434671.24,0,0,213745,人民币,20150720,0,2015,600060,海信电器  ,是
海信电器  600060,20150720,证券卖出,213245,10000,21.4,213745,人民币,20150720,0,2015,600060,海信电器  ,是
海信电器  600060,20150720,融资开仓,-434671.24,20500,21.15,500,人民币,20150720,0,2015,600060,海信电器  ,是
海信电器  600060,20150721,融资借款,293299.68,0,0,500,人民币,20150721,0,2015,600060,海信电器  ,是
海信电器  600060,20150721,融资开仓,-293299.68,13800,21.2,500,人民币,20150721,0,2015,600060,海信电器  ,是
-600060,20150722,资金自动还融资,-221743.14,0,0,500,人民币,0,0,2015,600060,-,是
-600060,20150722,资金自动还融资,-97379.33,0,0,222243.14,人民币,0,0,2015,600060,-,是
国金证券  600109,20150722,融资借款,831178.08,0,0,543131.42,人民币,20150722,0,2015,600109,国金证券  ,是
国金证券  600109,20150722,融资开仓,-831178.08,42300,19.6,543131.42,人民币,20150722,0,2015,600109,国金证券  ,是
-600060,20150722,资金自动还融资,-223508.95,0,0,319622.47,人民币,0,0,2015,600060,-,是
海信电器  600060,20150722,证券卖出,97379.33,4400,22.21,321388.28,人民币,20150722,0,2015,600060,海信电器  ,是
海信电器  600060,20150722,证券卖出,223508.95,10000,22.43,224008.95,人民币,20150722,0,2015,600060,海信电器  ,是
海信电器  600060,20150722,证券卖出,221743.14,10000,22.253,543131.42,人民币,20150722,0,2015,600060,海信电器  ,是
海信电器  600060,20150723,股份转入,0,40000,0,1353.89,人民币,20150723,0,2015,600060,海信电器  ,
海信电器  600060,20150723,证券买入,-348708.88,15500,22.49,1353.89,人民币,20150723,0,2015,600060,海信电器  ,
-  -,20150723,银行转证券,696000,0,0,696062.77,人民币,20150723,0,2015,  -,-,
-  -,20150723,证券转银行,-346000,0,0,350062.77,人民币,20150723,0,2015,  -,-,
-600060,20150723,资金自动还融资,-120006.25,0,0,21923.9,人民币,0,0,2015,600060,-,是
-600060,20150723,资金自动还融资,-129328.68,0,0,141930.15,人民币,0,0,2015,600060,-,是
-600109,20150723,资金自动还融资,-551.12,0,0,1338565.59,人民币,0,0,2015,600109,-,是
-600109,20150723,资金自动还融资,-300717.12,0,0,507387.51,人民币,0,0,2015,600109,-,是
-600109,20150723,资金自动还融资,-159646.52,0,0,808104.63,人民币,0,0,2015,600109,-,是
-600109,20150723,资金自动还融资,-160118.85,0,0,967751.15,人民币,0,0,2015,600109,-,是
-600109,20150723,资金自动还融资,-210695.59,0,0,1127870,人民币,0,0,2015,600109,-,是
海信电器  600060,20150723,担保品划出,0,40000,0,1339116.71,人民币,20150723,0,2015,600060,海信电器  ,是
海信电器  600060,20150723,证券卖出,120006.25,5000,24.086,1339116.71,人民币,20150723,0,2015,600060,海信电器  ,是
海信电器  600060,20150723,证券卖出,365457.36,15000,24.45,1219110.46,人民币,20150723,0,2015,600060,海信电器  ,是
-600060,20150723,资金自动还融资,-236128.68,0,0,271258.83,人民币,0,0,2015,600060,-,是
国金证券  600109,20150723,证券卖出,322537.52,16000,20.23,853653.1,人民币,20150723,0,2015,600109,国金证券  ,是
国金证券  600109,20150723,证券卖出,159646.52,7900,20.28,531115.58,人民币,20150723,0,2015,600109,国金证券  ,是
国金证券  600109,20150723,证券卖出,211246.71,10500,20.19,211350.21,人民币,20150723,0,2015,600109,国金证券  ,是
国金证券  600109,20150723,证券卖出,160118.85,7900,20.34,371469.06,人民币,20150723,0,2015,600109,国金证券  ,是
-600060,20150723,红利税补扣,-231.53,0,0,103.5,人民币,20150723,0,2015,600060,-,是
-600060,20150723,红利税补扣,-113.75,0,0,335.03,人民币,20150723,0,2015,600060,-,是
-600060,20150723,红利税补扣,-51.22,0,0,448.78,人民币,20150723,0,2015,600060,-,是
海信电器  600060,20150724,证券买入,-648110.87,27500,23.56,648455.03,人民币,20150724,0,2015,600060,海信电器  ,
海信电器  600060,20150724,证券卖出,644001.06,27700,23.28,645354.95,人民币,20150724,0,2015,600060,海信电器  ,
证券B  150172,20150724,证券卖出,7022.5,7500,0.937,1294217.32,人民币,20150724,0,2015,150172,证券B  ,
海信电器  600060,20150724,证券卖出,641839.87,27700,23.202,1287194.82,人民币,20150724,0,2015,600060,海信电器  ,
海信电器  600060,20150724,证券卖出,2348.58,100,23.56,1296565.9,人民币,20150724,0,2015,600060,海信电器  ,
海信电器  600060,20150724,证券卖出,233861.32,10000,23.469,477844.48,人民币,20150724,0,2015,600060,海信电器  ,是
海信电器  600060,20150724,证券卖出,233579.57,10000,23.441,243983.16,人民币,20150724,0,2015,600060,海信电器  ,是
-600060,20150724,红利税补扣,-69.88,0,0,10403.59,人民币,20150724,0,2015,600060,-,是
-600060,20150724,红利税补扣,-255.13,0,0,10473.47,人民币,20150724,0,2015,600060,-,是
-600060,20150724,自有资金还融资,-11195.3,0,0,0,人民币,20150721,0,2015,600060,-,是
海信电器  600060,20150724,证券卖出,159106.92,7000,22.81,636951.4,人民币,20150724,0,2015,600060,海信电器  ,是
海信电器  600060,20150724,证券卖出,746860.93,33000,22.712,1383812.33,人民币,20150724,0,2015,600060,海信电器  ,是
-600060,20150724,资金自动还融资,-48243.26,0,0,1150232.76,人民币,0,0,2015,600060,-,是
-600060,20150724,资金自动还融资,-185336.31,0,0,1198476.02,人民币,0,0,2015,600060,-,是
-600060,20150724,资金自动还融资,-233861.12,0,0,916371.64,人民币,0,0,2015,600060,-,是
-600060,20150727,红利税补扣,-417.63,0,0,14409.04,人民币,20150727,0,2015,600060,-,
-  -,20150727,证券转银行,-1550000,0,0,14826.67,人民币,20150727,0,2015,  -,-,
-  -,20150727,银行转证券,916371.64,0,0,1564826.67,人民币,20150727,0,2015,  -,-,
-600060,20150727,红利税补扣,-37.38,0,0,14371.66,人民币,20150727,0,2015,600060,-,
海信电器  600060,20150727,证券卖出,564076.15,27500,20.539,578447.81,人民币,20150727,0,2015,600060,海信电器  ,
-  -,20150727,证券转银行,-916371.64,0,0,0,人民币,20150727,0,2015,  -,-,是
-600060,20150728,红利税补扣,-195,0,0,798252.81,人民币,20150728,0,2015,600060,-,
海信电器  600060,20150728,证券买入,-128352.69,7000,18.33,669900.12,人民币,20150728,0,2015,600060,海信电器  ,
海信电器  600060,20150728,证券买入,-197967.73,10600,18.67,471932.39,人民币,20150728,0,2015,600060,海信电器  ,
海信电器  600060,20150728,证券买入,-251043.39,13500,18.59,220889,人民币,20150728,0,2015,600060,海信电器  ,
证券B  150172,20150728,证券买入,-216983.08,267800,0.81,3905.92,人民币,20150728,0,2015,150172,证券B  ,
-  -,20150728,银行转证券,220000,0,0,798447.81,人民币,20150728,0,2015,  -,-,
-  -,20150728,银行转证券,680000,0,0,1680000,人民币,20150728,0,2015,  -,-,是
证券B  150172,20150728,证券买入,-201528.57,242200,0.83,680037.45,人民币,20150728,0,2015,150172,证券B  ,是
海信电器  600060,20150728,证券买入,-232637.27,11900,19.5,881566.02,人民币,20150728,0,2015,600060,海信电器  ,是
华兰生物  002007,20150728,证券买入,-338744.75,8000,42.238,1306388.54,人民币,20150728,0,2015,2007,华兰生物  ,是
海信电器  600060,20150728,证券买入,-34286.58,1800,19,1645133.29,人民币,20150728,0,2015,600060,海信电器  ,是
-600060,20150728,红利税补扣,-325,0,0,1679419.87,人民币,20150728,0,2015,600060,-,是
-600060,20150728,红利税补扣,-255.13,0,0,1679744.87,人民币,20150728,0,2015,600060,-,是
-  -,20150728,银行转证券,200000,0,0,1000000,人民币,20150728,0,2015,  -,-,是
海信电器  600060,20150728,证券买入,-192185.25,10000,19.17,1114203.29,人民币,20150728,0,2015,600060,海信电器  ,是
-  -,20150728,银行转证券,800000,0,0,800000,人民币,20150728,0,2015,  -,-,是
陆家Ｂ股  900932,20150729,Tn证券卖出,4249.77,1365,3.119,4922.23,美元,20150727,0,2015,900932,陆家Ｂ股  ,
陆家Ｂ股  900932,20150729,Tn证券卖出,20827.41,6765,3.084,25749.64,美元,20150727,0,2015,900932,陆家Ｂ股  ,
华兰生物  002007,20150729,证券卖出,349811.35,8000,43.88,1029848.8,人民币,20150729,0,2015,2007,华兰生物  ,是
陆家Ｂ股  900932,20150730,Tn证券买入,-12677.93,4300,2.946,13071.71,美元,20150728,0,2015,900932,陆家Ｂ股  ,
陆家Ｂ股  900932,20150730,Tn证券买入,-12944.03,4300,3.008,127.68,美元,20150728,0,2015,900932,陆家Ｂ股  ,
证券B  150172,20150730,证券买入,-150174.5,200000,0.749,490491.8,人民币,20150730,0,2015,150172,证券B  ,是
海信电器  600060,20150730,证券买入,-389182.5,20000,19.41,640666.3,人民币,20150730,0,2015,600060,海信电器  ,是
-900932,20150731,红利税补扣,-28.44,0,0,99.24,美元,20150731,0,2015,900932,-,
证券B  150172,20150731,证券买入,-135337.5,200000,0.675,223024.8,人民币,20150731,0,2015,150172,证券B  ,是
证券B  150172,20150731,证券买入,-132129.5,200000,0.659,358362.3,人民币,20150731,0,2015,150172,证券B  ,是
-  -,20150803,融资利息,-6892.37,0,0,216132.43,人民币,0,0,2015,  -,-,是
海信电器  600060,20150804,证券卖出,220018.19,11100,19.848,223924.11,人民币,20150804,0,2015,600060,海信电器  ,
海信电器  600060,20150804,证券卖出,199066.87,10000,19.933,422990.98,人民币,20150804,0,2015,600060,海信电器  ,
证券B  150172,20150804,证券卖出,67331.25,100000,0.675,917431,人民币,20150804,0,2015,150172,证券B  ,是
海信电器  600060,20150804,证券卖出,197613.92,10000,19.831,850099.75,人民币,20150804,0,2015,600060,海信电器  ,是
证券B  150172,20150804,证券卖出,163317.88,242200,0.676,652485.83,人民币,20150804,0,2015,150172,证券B  ,是
海信电器  600060,20150804,证券卖出,273035.52,13700,20,489167.95,人民币,20150804,0,2015,600060,海信电器  ,是
证券B  150172,20150805,证券买入,-188587.76,267800,0.704,234403.22,人民币,20150805,0,2015,150172,证券B  ,
海信电器  600060,20150805,证券卖出,204165.14,9900,20.65,438568.36,人民币,20150805,0,2015,600060,海信电器  ,
证券B  150172,20150805,证券卖出,186065.17,267800,0.695,624633.53,人民币,20150805,0,2015,150172,证券B  ,
证券B  150172,20150805,证券买入,-186444.72,267800,0.696,438188.81,人民币,20150805,0,2015,150172,证券B  ,
海信电器  600060,20150805,证券买入,-202064.64,10000,20.2,236124.17,人民币,20150805,0,2015,600060,海信电器  ,
海信电器  600060,20150805,证券买入,-235365.18,11600,20.284,758.99,人民币,20150805,0,2015,600060,海信电器  ,
海信电器  600060,20150805,证券买入,-379211.22,18500,20.446,1802.46,人民币,20150805,0,2015,600060,海信电器  ,是
证券B  150172,20150805,证券买入,-191226.88,272500,0.7,381013.68,人民币,20150805,0,2015,150172,证券B  ,是
海信电器  600060,20150805,证券买入,-609521.13,30000,20.266,572240.56,人民币,20150805,0,2015,600060,海信电器  ,是
证券B  150172,20150805,证券买入,-83608.5,120000,0.695,1181761.69,人民币,20150805,0,2015,150172,证券B  ,是
证券B  150172,20150805,证券买入,-59314.66,85132,0.695,1472586.94,人民币,20150805,0,2015,150172,证券B  ,是
证券B  150172,20150805,证券卖出,347130,500000,0.696,1531901.6,人民币,20150805,0,2015,150172,证券B  ,是
海信电器  600060,20150805,证券卖出,408893.6,19900,20.62,1184771.6,人民币,20150805,0,2015,600060,海信电器  ,是
证券B  150172,20150805,证券买入,-141553,200000,0.706,775878,人民币,20150805,0,2015,150172,证券B  ,是
证券B  150172,20150805,证券买入,-207216.75,300000,0.689,1265370.19,人民币,20150805,0,2015,150172,证券B  ,是
-  -,20150806,银行转证券,290000,0,0,290758.99,人民币,20150806,0,2015,  -,-,
证券B  150172,20150806,证券买入,-145344.29,215900,0.673,145414.7,人民币,20150806,0,2015,150172,证券B  ,
海信电器  600060,20150806,证券买入,-143563.93,7300,19.66,1850.77,人民币,20150806,0,2015,600060,海信电器  ,
海信电器  600060,20150806,证券卖出,420213.36,21700,19.39,422064.13,人民币,20150806,0,2015,600060,海信电器  ,
海信电器  600060,20150806,证券卖出,469518.45,24300,19.39,471320.91,人民币,20150806,0,2015,600060,海信电器  ,是
海信电器  600060,20150806,证券卖出,468792.02,24300,19.36,940112.93,人民币,20150806,0,2015,600060,海信电器  ,是
证券B  150172,20150807,证券买入,-210891.85,318200,0.663,211172.28,人民币,20150807,0,2015,150172,证券B  ,
海信电器  600060,20150807,证券买入,-144951.37,7300,19.85,66220.91,人民币,20150807,0,2015,600060,海信电器  ,
海信电器  600060,20150807,证券买入,-65856.07,3300,19.95,364.84,人民币,20150807,0,2015,600060,海信电器  ,
春兰股份  600854,20150807,证券买入,-313315.57,38300,8.16,313477.81,人民币,20150807,0,2015,600854,春兰股份  ,是
证券B  150172,20150807,证券买入,-313319.55,471400,0.663,626793.38,人民币,20150807,0,2015,150172,证券B  ,是
海信电器  600060,20150807,证券买入,-312619.83,15700,19.862,857.98,人民币,20150807,0,2015,600060,海信电器  ,是
证券B  150172,20150810,证券卖出,258384.97,356500,0.725,258749.81,人民币,20150810,0,2015,150172,证券B  ,
300ETF  159919,20150810,证券买入,-577178.1,134500,4.29,25,人民币,20150810,0,2015,159919,300ETF  ,
海信电器  600060,20150810,证券卖出,251943.99,12000,21.023,1152978.29,人民币,20150810,0,2015,600060,海信电器  ,
证券B  150172,20150810,证券卖出,283444.94,390000,0.727,901034.3,人民币,20150810,0,2015,150172,证券B  ,
海信电器  600060,20150810,证券卖出,124266.74,5900,21.09,617589.36,人民币,20150810,0,2015,600060,海信电器  ,
证券B  150172,20150810,证券卖出,62054.38,85500,0.726,493322.62,人民币,20150810,0,2015,150172,证券B  ,
证券B  150172,20150810,证券卖出,172518.43,237700,0.726,431268.24,人民币,20150810,0,2015,150172,证券B  ,
春兰股份  600854,20150810,证券买入,-575775.19,66700,8.63,577203.1,人民币,20150810,0,2015,600854,春兰股份  ,
证券B  150172,20150810,证券卖出,443399.78,611432,0.727,1209522,人民币,20150810,0,2015,150172,证券B  ,是
华兰生物  002007,20150810,证券买入,-326177.5,6400,50.838,656034.24,人民币,20150810,0,2015,2007,华兰生物  ,是
春兰股份  600854,20150810,证券买入,-296160.45,34200,8.638,982211.74,人民币,20150810,0,2015,600854,春兰股份  ,是
300ETF  159919,20150810,证券买入,-424911.63,98800,4.29,1278372.19,人民币,20150810,0,2015,159919,300ETF  ,是
春兰股份  600854,20150810,证券卖出,194708.21,22800,8.57,1703283.82,人民币,20150810,0,2015,600854,春兰股份  ,是
海信电器  600060,20150810,证券卖出,247515.66,11800,21.05,1508575.61,人民币,20150810,0,2015,600060,海信电器  ,是
春兰股份  600854,20150810,证券卖出,81885.74,9500,8.65,766122.22,人民币,20150810,0,2015,600854,春兰股份  ,是
海信电器  600060,20150810,证券卖出,82311.24,3900,21.18,684236.48,人民币,20150810,0,2015,600060,海信电器  ,是
证券B  150172,20150810,证券卖出,147516.48,203700,0.726,601925.24,人民币,20150810,0,2015,150172,证券B  ,是
证券B  150172,20150810,证券卖出,194863.92,271700,0.719,454408.76,人民币,20150810,0,2015,150172,证券B  ,是
